City,Pharmacy_Name,Address,Phone_Number,Website,Email,Opening_Hours,Flu_Vaccines_Offered,COVID-19_Vaccines_Offered,latitude,longitude
Dublin 1,Pharmacy O'Regan,"36a Talbot Street, Dublin 1, Dublin, D01 N266",01 855 5396,https://www.google.ie/maps/search/D01%20N266,tallaght@pharmacyoregan.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.3512612,-6.252061
Dublin 1,Pure Pharmacy,"Unit 4 Bakers Yard, Portland Street North, Dublin City, Dublin, D01 AY93",01 894 4961,https://www.google.ie/maps/search/D01%20AY93,NA,NA,Flu vaccine being offered:; Flu vaccine for at risk groups,NA,53.3592131,-6.2558378
Dublin 1,Summerhill Pharmacy,"88 Summerhill, Mountjoy, Dublin, D01 YP92",01 817 8897,https://www.google.ie/maps/search/D01%20YP92,info@summerhillpharmacydublin.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.35631799999999,-6.2517656
Dublin 1,The Pharmacy by Mulligans,"Lower Ground Floor Arnotts Department Store, 10-15 Henry Street, Dublin 1, Dublin, D01 C3Y9",01 224 8048,https://www.google.ie/maps/search/D01%20C3Y9,arnotts@mulliganschemist.com,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups",NA,53.3496114,-6.2610372
Dublin 1,Traceys Pharmacy,"18 Eden Quay, Dublin 1, Dublin, D01 A403",01 874 0179,https://www.google.ie/maps/search/D01%20A403,traceyspharmacy@outlook.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups",NA,53.34818079999999,-6.2569088
Dublin 1,Treacy's Pharmacy Eden Quay,"18 Eden Quay, Dublin 1, Dublin, D01 A403",094 902 2795,https://www.google.ie/maps/search/D01%20A403,traceyspharmacy@outlook.ie,NA,NA,COVID-19 vaccines being offered:; 12 years and over,53.34818079999999,-6.2569088
Dublin 10,Haven Pharmacy Moloneys,"Grange Cross, Ballyfermot, Dublin, D10 EE79",01 626 4131,https://www.google.ie/maps/search/D10%20EE79,moloneys.ballyfermot@havenpharmacy.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups",NA,53.342712,-6.356571499999999
Dublin 10,Hickey's Pharmacy Ballyfermot,"282 Ballyfermot Road, Drumfinn, Dublin, D10 DW92",01 626 0800,https://www.google.ie/maps/search/D10%20DW92,ballyfermot@hickeyspharmacies.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.3424883,-6.3513474
Dublin 10,Hickey's Pharmacy Le Fanu,"203 Le Fanu Road, Cherry Orchard, Dublin, D10 H984",01 626 0949,https://www.google.ie/maps/search/D10%20H984,lefanu@hickeyspharmacies.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.34187739999999,-6.3568414
Dublin 10,Kiely's Pharmacy Le Fanu Road,"203 Le Fanu Rd, Cherry Orchard, Dublin, D10 H984",01 626 0949,https://www.google.ie/maps/search/D10%20H984,kielys.ballyfermot@careplus.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups",NA,53.34187739999999,-6.3568414
Dublin 10,Your Local Pharmacy Ballyfermot,"310 Ballyfermot Road, Ballyfermot, Dublin, D10 AC85",01 626 3180,https://www.google.ie/maps/search/D10%20AC85,decies@yourlocalpharmacy.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups",NA,53.3425063,-6.3538333
Dublin 11,Boots Finglas,"Unit 6 Charlestown Shopping Centre, Finglas, Dublin, D11 CX84",01 804 1595,https://www.google.ie/maps/search/D11%20CX84,NA,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.390325,-6.298400699999999
Dublin 11,Cappagh Pharmacy,"Unit 5 The Shops, Barry Avenue, Finglas, Dublin, D11 DE29",01 814 0803,https://www.google.ie/maps/search/D11%20DE29,Cappaghpharmacy@gmail.com,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.3959193,-6.3105353
Dublin 11,Clearwater Allcare Pharmacy,"Clearwater Shopping Centre, Finglas, Dublin, D11 XR7W",01 823 9160,https://www.google.ie/maps/search/D11%20XR7W,clearwater@allcarepharmacy.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.3837959,-6.2956525
Dublin 11,Grants Pharmacy Finglas,"Unit 11, Finglas Main Shopping Centre, Main Street, Finglas, Dublin, D11 PD98",01 834 0642,https://www.google.ie/maps/search/D11%20PD98,grantspharmacyfinglas@gmail.com,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.3891666,-6.297737799999999
Dublin 11,Haven Pharmacy McAleers,"7 Fitzmaurice Road, Ballygall, Finglas, Dublin, D11 XT10",01 834 2619,https://www.google.ie/maps/search/D11%20XT10,mcaleers.finglas@havenpharmacy.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.38273909999999,-6.277220199999999
Dublin 11,Hickey's Pharmacy Cappagh,"3 Cardiffbridge Road, Finglas, Dublin, D11 W623",01 811 0584,https://www.google.ie/maps/search/D11%20W623,cappagh@hickeyspharmacies.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.3896376,-6.3112238
Dublin 11,Hickey's Pharmacy Fingal,"Supervalu Shopping Centre, Finglas, Dublin, D11 F6X0",01 834 1695,https://www.google.ie/maps/search/D11%20F6X0,fingal@hickeyspharmacies.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.3910565,-6.298237299999999
Dublin 11,Hickey's Pharmacy Finglas,"5 Main Street, Finglas, Dublin, D11 EW2X",01 834 1150,https://www.google.ie/maps/search/D11%20EW2X,finglas@hickeyspharmacies.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.3881257,-6.2982134
Dublin 11,Hickey's Pharmacy Finglas West,"Dunnes Store Shopping Centre, Finglas West, Dublin, D11 HFV3",01 864 1204,https://www.google.ie/maps/search/D11%20HFV3,finglaswest@hickeyspharmacies.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.3848912,-6.311919
Dublin 11,Hickey's Pharmacy Meakstown,"10 Meakstown Commercial Centre, Finglas, Dublin, D11 TXP3",01 808 1441,https://www.google.ie/maps/search/D11%20TXP3,meakstown@hickeyspharmacies.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.4018087,-6.2969825
Dublin 11,Lloyd's Pharmacy Finglas,"47 Main Street, Finglas, Dublin, D11 TCC9",01 864 2064,https://www.google.ie/maps/search/D11%20TCC9,NA,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.388125,-6.297699
Dublin 11,McCabes Pharmacy Ballymun,"Unit 8 College View, Ballymun Road, Ballymun, Dublin, D11 H342",01 857 7011,https://www.google.ie/maps/search/D11%20H342,ballymun@mccabespharmacy.com,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups",NA,53.3952487,-6.26596
Dublin 11,McCabes Pharmacy Finglas,"Glasnevin Avenue, Finglas East, Dublin, D11 TX4R",01 834 2493,https://www.google.ie/maps/search/D11%20TX4R,NA,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.3901693,-6.2744222
Dublin 11,McKee Pharmacy,"2 McKee Road, Finglas, Dublin, D11 YF10",01 836 1203,https://www.google.ie/maps/search/D11%20YF10,mckee.pharmacy@gmail.com,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.3912348,-6.2944438
Dublin 11,Poppintree Pharmacy,"Poppintree Parade, Ballymum, Dublin, D11 EP62",01 542 1379,https://www.google.ie/maps/search/D11%20EP62,info@poppintreepharmacy.ie,NA,NA,COVID-19 vaccines being offered:; 12 years and over,53.399938,-6.2767563
Dublin 11,Stacks Pharmacy Glasnevin,"4-5 Harts Corner, Glasnevin, Dublin, D11 WP83",01 830 5543,https://www.google.ie/maps/search/D11%20WP83,glasnevin@stackspharmacy.ie,NA,NA,COVID-19 vaccines being offered:; 12 years and over,53.3667379,-6.272366799999999
Dublin 11,Superpharm Chemist,"Unit 8 Main Centre, Finglas, Dublin, D11 V2H3",01 834 1688,https://www.google.ie/maps/search/D11%20V2H3,NA,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.3891666,-6.297737799999999
Dublin 12,Bluebell Pharmacy,"12 La Touche Road, Bluebell, Dublin, D12XV97",01 450 1188,https://www.google.ie/maps/search/D12XV97,contact@bluebellpharmacy.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.3299686,-6.334573499999999
Dublin 12,Boots Drimnagh,"Castle Centre, Drimnagh Road, Drimnagh, Dublin, D12 E393",01 465 1852,https://www.google.ie/maps/search/D12%20E393,NA,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.3242597,-6.3233698
Dublin 12,Crowley's Pharmacy,"207 Decies Road, Ballyfermot, Dublin, D12 E6V6",01 626 4528,https://www.google.ie/maps/search/D12%20E6V6,decies@yourlocalpharmacy.ie,NA,NA,COVID-19 vaccines being offered:; 12 years and over,53.3391861,-6.3446894
Dublin 12,Galtymore Allcare Pharmacy,"131 Galtymore Rd, Drimnagh, Dublin, D12 HX4A",01 455 7306,https://www.google.ie/maps/search/D12%20HX4A,galtymore@allcarepharmacy.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups",NA,53.334414,-6.3195032
Dublin 12,Haven Pharmacy Errigal,"16 Errigal Road, Drimnagh, Dublin, D12 AW74",01 455 7345,https://www.google.ie/maps/search/D12%20AW74,errigal.drimnagh@havenpharmacy.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.325806300000004,-6.321489799999999
Dublin 12,Jordans Pharmacy,"43 Sundrive Rd, Kimmage, Harold's Cross, Dublin, D12 H685",01 492 0130,https://www.google.ie/maps/search/D12%20H685,dispensary@jordanspharmacy.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.3208327,-6.2923909
Dublin 12,Lloyd's Pharmacy Ashleaf,"Ashleaf Shopping Centre, Crumlin, Dublin, D12 PK71",01 455 564 8,https://www.google.ie/maps/search/D12%20PK71,store8044@lloydspharmacy.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.31597060000001,-6.3180105
Dublin 12,Lonergan's Pharmacy Limited,"3 Harty Avenue, Walkinstown, Dublin, D12 YX9H",01 557 4949,https://www.google.ie/maps/search/D12%20YX9H,health@lonerganspharmacy.net,NA,NA,COVID-19 vaccines being offered:; 12 years and over,53.3203361,-6.3281243
Dublin 12,Long Mile Road Pharmacy,"1 Long Mile Road, Drimnagh, Dublin, D12 F768",01 561 9075,https://www.google.ie/maps/search/D12%20F768,info@longmileroadpharmacy.com,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups",NA,53.32376499999999,-6.3294796
Dublin 12,Mark Ellis Pharmacy,"Unit5 Greenhills Shopping Centre, St James Road, Greenhills, Dublin, D12 EW8R",01 443 884 6,https://www.google.ie/maps/search/D12%20EW8R,NA,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.30701639999999,-6.3371989
Dublin 12,Old County Life Pharmacy Crumlin,"111 Old County Road, Crumlin, Dublin, D12 HFK3",01 454 0304,https://www.google.ie/maps/search/D12%20HFK3,oldcountylifepharmacy@gmail.com,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.3273818,-6.304732
Dublin 12,Perrystown Allcare Pharmacy,"182 Whitehall Road West, Perrystown, Dublin, D12 YR9X",01 4506 486,https://www.google.ie/maps/search/D12%20YR9X,perrystown@allcarepharmacy.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.3081136,-6.3196185
Dublin 12,Pure Pharmacy Crumlin,"66 St Agnes Road, Crumlin, Dublin, D12 Y16H",01 516 8875,https://www.google.ie/maps/search/D12%20Y16H,purepharmacycrumlin@gmail.com,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.3167317,-6.317228099999999
Dublin 13,Adrian Dunne Pharmacy Baldoyle,"Unit 4 Racecourse Shopping Centre, Baldoyle, Dublin, D13 P6P0",01 839 2851,https://www.google.ie/maps/search/D13%20P6P0,baldoyle@dunnepharmacies.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.396529,-6.137719199999999
Dublin 13,Boots Donaghmede,"Unit 1 Grange Floor, Grange Clinic, Donaghmede, Dublin, D13 F7H9",01 848 2340,https://www.google.ie/maps/search/D13%20F7H9,NA,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.3946277,-6.164200999999999
Dublin 13,McCartan's Pharmacy Bayside,"Unit 3 Bayside Shopping Centre, Bayside, Sutton, Dublin, D13 YA00",01 839 3939,https://www.google.ie/maps/search/D13%20YA00,bayside@mccartans.ie,NA,NA,COVID-19 vaccines being offered:; 12 years and over,53.3892473,-6.1396635
Dublin 13,McCartan's Pharmacy Portmarnock,"Portmarnock Shopping Centre, Wendell Ave, Portmarnock, Dublin, D13 PV30",01 846 1471,https://www.google.ie/maps/search/D13%20PV30,portmarnock@mccartans.ie,NA,NA,COVID-19 vaccines being offered:; 12 years and over,53.434857,-6.1299567
Dublin 13,McDermotts Pharmacy,"5 Main Street, Howth, Dublin, D13 P2C1",01 832 2069,https://www.google.ie/maps/search/D13%20P2C1,howthpharmacy@gmail.com,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.3857069,-6.065262700000001
Dublin 14,Boots Nutgrove,"Unit B1 Nutrgrove Shopping Centre, Rathfarnham, Dublin, D14DY93",01 493 3100,https://www.google.ie/maps/search/D14DY93,NA,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.2903992,-6.2672979
Dublin 14,Dodder Park Allcare Pharmacy,"5 Dodder Park Drive, Rathfarnham, Dublin, D14 H9F9",01 492 6125,https://www.google.ie/maps/search/D14%20H9F9,dodderparkpharmacy@gmail.com,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups",NA,53.3041957,-6.2811333
Dublin 14,Goatstown Pharmacy,"Unit 5 The Goat Centre, Lower Kilmacud Road, Goatstown, Dublin, D14 C4H5",01 296 5244,https://www.google.ie/maps/search/D14%20C4H5,goatstownpharmacy@gmail.com,NA,NA,COVID-19 vaccines being offered:; 12 years and over,53.2921776,-6.2295181
Dublin 14,Haven Pharmacy Greene's,"36 Main Street, Rathfarnham, Dublin, D14 FD73",01 490 5256,https://www.google.ie/maps/search/D14%20FD73,greenes.rathfarnham@havenpharmacy.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups",NA,53.2982869,-6.2856385
Dublin 14,Hunters Pharmacy,"5 Olivemount Terrace, Dundrum, Windy Arbour, Dublin, D14T8Y1",01 269 7764,https://www.google.ie/maps/search/D14T8Y1,hunterslifepharmacy@gmail.com,NA,NA,COVID-19 vaccines being offered:; 12 years and over,53.30468949999999,-6.2454017
Dublin 14,Lloyd's Pharmacy Churchtown,"11B Braemor Road, Churchtown, Dublin, D14 CX98",01 298 8512,https://www.google.ie/maps/search/D14%20CX98,store8081@lloydspharmacy.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups",NA,53.2961198,-6.2604957
Dublin 14,Lloyd's Pharmacy Clonskeagh,"Bird Avenue, Clonskeagh, Dublin, D14 Y5V6",01 269 7086,https://www.google.ie/maps/search/D14%20Y5V6,store8002@lloydspharmacy.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups",NA,53.3051928,-6.2414193
Dublin 14,Lloyd's Pharmacy Nutgrove,"Unit 8 Nutgrove Shopping Centre, Rathfarnham, Dublin, D14 HE26",01 494 2353,https://www.google.ie/maps/search/D14%20HE26,store8036@lloydspharmacy.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups",NA,53.2903992,-6.2672979
Dublin 14,Meaghers Pharmacy Churchtown,"Unit 2, 96/98 Churchtown Road Upper, Churchtown Upper, Churchtown, Dublin, D14 Y984",01 525 3384,https://www.google.ie/maps/search/D14%20Y984,churchtown@meagherspharmacy.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups",NA,53.2955803,-6.2583853
Dublin 14,Medipharm,"7 Arbourfield Terrace, Dundrum Road, Farranboley, Dublin, D14 KW61",01 296 3492,https://www.google.ie/maps/search/D14%20KW61,dundrumpharmacist@medipharm.ie,NA,NA,COVID-19 vaccines being offered:; 12 years and over,53.3021943,-6.244872
Dublin 14,Shannon's Life Pharmacy Rathfarnham,"Rosemount Shopping Centre, Marian Road, Rathfarnham, Dublin, D14 HP30",01 494 3673,https://www.google.ie/maps/search/D14%20HP30,rathfarnham@lifepharmacy.ie,NA,NA,COVID-19 vaccines being offered:; 12 years and over,53.2907064,-6.298425
Dublin 14,Smiths Pharmacy,"121 Braemor Road, Dublin 14, Dublin, D14 AE17",01 296 8590,https://www.google.ie/maps/search/D14%20AE17,NA,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.3004526,-6.263738999999999
Dublin 14,Tony Walsh's Allcare Pharmacy Rathfarnham,"Rathfarnham Shopping Centre, Rathfarnham, Down, D14 FF89",01 493 4647,https://www.google.ie/maps/search/D14%20FF89,twrathfarnham@allcarepharmacy.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.2967555,-6.297553
Dublin 15,Allcare Pharmacy Blanchardstown,"Blanchardstown Shopping Centre, Blanchardstown, Dublin, D15 VY27",01 820 0088,https://www.google.ie/maps/search/D15%20VY27,blanchardstown@allcarepharmacy.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.3918686,-6.3910117
Dublin 15,Allcare Pharmacy Mulhuddart,"Unit 2 The Cresent, Church Road, Mulhuddart, Dublin, D15 N299",01 640 4015,https://www.google.ie/maps/search/D15%20N299,mulhuddart@allcarepharmacy.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.3971732,-6.4394126
Dublin 15,Boots Blanchardstown,"Unit 223-224 Upper Level, Blanchardstown Shopping Centre, Blanchardstown, Dublin, D15 NV29",01 806 6842,https://www.google.ie/maps/search/D15%20NV29,NA,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.3918686,-6.3910117
Dublin 15,Boots Roselawn,"Boots A & B Roselawn Shopping Centre, Blanchardstown, Dublin, D15 DD82",01 821 4345,https://www.google.ie/maps/search/D15%20DD82,NA,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.383007,-6.381649899999999
Dublin 15,CarePlus Pharmacy Clonsilla,"Unit 4 Lidl Centre, Clonsilla Link Road, Clonsilla, Dublin, D15 DYW2",01 584 3809,https://www.google.ie/maps/search/D15%20DYW2,clonsilla@careplus.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.38442999999999,-6.419359999999999
Dublin 15,Chemist Warehouse Blanchardstown,"Westend Retail Park, 8B Blanchardstown, Dublin 15, Dublin, D15 W425",01 582 8500,https://www.google.ie/maps/search/D15%20W425,chemistwarehouse.blanchardstown@healthmail.ie,NA,NA,COVID-19 vaccines being offered:; 12 years and over,53.3903837,-6.3862120000000004
Dublin 15,Hickey's Pharmacy Ongar,"Unit 10, Main Street, Ongar Village, Dublin, D15 E9WK",01 826 1874,https://www.google.ie/maps/search/D15%20E9WK,ongar@hickeyspharmacies.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.39557809999999,-6.439046299999999
Dublin 15,Hickey's Pharmacy Tyrrelstown,"Unit 2 Tyrrelstown Town Centre, Tyrrelstown, Dublin, D15 CX85",01 885 6590,https://www.google.ie/maps/search/D15%20CX85,tyrrelstown@hickeyspharmacies.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.4169686,-6.394115999999999
Dublin 15,Little Pace Pharmacy,"Littlepace Shopping Centre, Clonee, Dublin, D15 DK7C",083 429 0951,https://www.google.ie/maps/search/D15%20DK7C,script@littlepacepharmacy.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.4042598,-6.4262339
Dublin 15,Lloyd's Pharmacy Blanchardstown,"Blanchardstown Shopping Centre, Main Street, Blanchardstown, Dublin, D15 AC81",01 821 0807,https://www.google.ie/maps/search/D15%20AC81,NA,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.387456,-6.3785946
Dublin 15,Lloyd's Pharmacy Castleknock,"Castleknock Village Centre, Castleknock, Dublin, D15 W283",01 820 0564,https://www.google.ie/maps/search/D15%20W283,store8040@lloydspharmacy.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups",NA,53.3729544,-6.361128799999999
Dublin 15,McCabes Pharmacy Blanchardstown,"Unit 148 The Blanchardstown Centre, Blanchardstown, Dublin, D15 E6V4",01 822 2171,https://www.google.ie/maps/search/D15%20E6V4,blanchardstown@mccabespharmacy.com,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.3918686,-6.3910117
Dublin 15,McCabes Pharmacy Mountview,"Mountview Shopping Centre, Mountview Road, Blanchardstown, Dublin",01 821 6011,https://www.mccabespharmacy.com/pages/store-mountview,mountview@mccabespharmacy.com,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups",NA,53.3906737,-6.4041814
Dublin 15,ODC Chemist,"Unit 2 Laurel Lodge Shopping Centre, Castleknock, Dublin, D15 RY76",01 820 1688,https://www.google.ie/maps/search/D15%20RY76,odcvaccines@gmail.com,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.3777049,-6.377176299999999
Dublin 15,Sheridans Pharmacy,"Sheridans Pharmacy, Roselawn Shopping Centre, Blanchardstown, Dublin, D15 C3V1",01 640 5740,https://www.google.ie/maps/search/D15%20C3V1,vaccines@sheridanspharmacy.ie,Flu vaccine being offered:,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.3835661,-6.381833599999999
Dublin 15,Smiths Pharmacy,"Unit 2 Mill House, Blanchardstown, Dublin, D15 KAV8",01 812 8194,https://www.google.ie/maps/search/D15%20KAV8,NA,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.3860411,-6.374801
Dublin 15,Stanley's Careplus Blanchardstown,"Mountview Shopping Centre, Mountview Shopping Centre, Mountview Rd, Blanchardstown, Dublin, D15 C2DE",01 821 6011,https://www.google.ie/maps/search/D15%20C2DE,stanleyspharmacy@careplus.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.3906737,-6.4041814
Dublin 16,Adrian Dunne Pharmacy Ballinteer,"Ballinteer Shopping Centre, 7 Ballinteer Ave, Ballinteer, Dublin, D16 W304",01 295 1932,https://www.google.ie/maps/search/D16%20W304,ballinteer@dunnepharmacies.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups",NA,53.2760698,-6.2496168
Dublin 16,Balally Pharmacy,"Balally Shopping Centre, Blackthorn Drive, Sandyford, Dublin, D16 V2P5",01 295 4084,https://www.google.ie/maps/search/D16%20V2P5,info@balallypharmacy.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups, 12 years and over",COVID-19 vaccines being offered:; 12 years and over,53.2770816,-6.2199046
Dublin 16,Lloyd's Pharmacy Knocklyon,"Supervalu Shopping Centre, Dublin 16, Dublin, D16 YT02",049 424 06,https://www.google.ie/maps/search/D16%20YT02,store8026@lloydspharmacy.ie,NA,"Flu vaccine being offered:; Children's nasal spray flu vaccine, Flu vaccine for at risk groups",NA,53.2798603,-6.278982
